,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
200508,-99.99,-1.44,-1.08,-0.86,-1.33,-1.63,-1.12,-0.67,-0.88,-1.03,-1.62,-1.64,-1.61,-1.58,-0.75,-0.77,-0.6,-1.22,-0.8
200509,-99.99,0.47,0.84,0.78,0.6,0.59,0.45,1.23,0.74,1.16,0.08,0.2,0.95,0.58,0.35,1.27,1.22,1.88,0.48
200510,-99.99,-2.97,-3.13,-1.44,-3.13,-3.1,-3.11,-2.78,-1.31,-3.49,-2.79,-2.68,-3.48,-3.27,-2.99,-2.98,-2.66,-2.28,-1.09
200511,-99.99,4.69,4.77,3.78,4.36,4.97,5.46,4.52,3.67,3.22,5.42,5.31,4.67,4.89,5.91,3.97,4.85,3.82,3.64
200512,-99.99,0.38,0.49,0,0.34,-0.28,0.7,0.99,-0.1,1.1,-0.35,0.44,-0.93,-0.44,1.56,0.9,1.04,0.78,-0.3
200601,-99.99,9.35,6.59,2.43,9.32,8.83,7.01,4.98,2.19,8.66,9.92,9.4,8.31,8.42,5.95,5.27,4.81,3.91,1.79
200602,-99.99,0.08,-0.53,0.11,0.09,-0.49,-0.53,0,0.1,1.21,-0.92,0.04,-0.98,-0.84,-0.28,-0.32,0.2,-0.49,0.23
200603,-99.99,4.95,3.6,1.36,4.98,4.66,3.91,2.63,1.24,5.3,4.67,4.9,4.44,4.83,3.19,2.83,2.51,1.6,1.15
200604,-99.99,0.56,0.92,1.17,0.03,0.89,0.47,1.1,1.22,0.33,-0.25,1.55,0.28,0.63,0.33,1.79,0.68,1.44,1.17
200605,-99.99,-5.48,-4.6,-2.56,-5.91,-5.17,-4.66,-3.58,-2.48,-5.84,-5.97,-4.69,-5.63,-6.23,-3.41,-4.05,-3.28,-3.53,-2.23
200606,-99.99,-0.53,-0.29,0.17,-0.84,0.14,-0.26,-0.71,0.27,-1.25,-0.45,0.04,0.23,-0.02,-0.44,-0.57,-0.8,0.86,0.13
200607,-99.99,-3.76,-3.96,0.36,-3.79,-3.77,-3.7,-3.27,0.66,-3.57,-4.02,-3.7,-3.84,-3.86,-3.56,-4.39,-2.62,-0.95,1.04
200608,-99.99,3.07,2.14,2.38,2.74,3.03,2.43,2.16,2.37,2.12,3.36,3.8,2.42,2.44,2.43,1.6,2.49,2.21,2.41
200609,-99.99,0.88,1.32,2.49,0.53,1.14,0.96,1.72,2.59,0.87,0.18,1.64,0.73,1.25,0.71,2.13,1.49,1.96,2.74
200610,-99.99,5.86,4.5,3.35,5.93,5.49,4.76,4.1,3.25,5.34,6.53,5.71,5.32,5,4.56,3.71,4.32,3.41,3.21
200611,-99.99,2.48,3.71,1.92,2.3,2.57,3.99,3.89,1.73,2.44,2.17,2.88,2.32,3.89,4.08,4.02,3.81,3.01,1.44
200612,-99.99,1.16,0.38,1.36,1.87,-0.02,0.3,0.24,1.49,2.37,1.38,-0.37,0.28,0.23,0.37,0.53,0.08,0.05,1.81
200701,-99.99,1.46,2.88,1.7,1.2,1.79,2.91,3.31,1.55,1.54,0.87,2.04,1.58,2.83,2.97,3.49,3.21,2.87,1.25
200702,-99.99,-0.54,0.27,-1.95,-0.65,-0.35,0.66,0.02,-2.15,-0.45,-0.85,-0.29,-0.39,0.4,0.88,0.04,0,0.25,-2.7
200703,-99.99,0.85,1.55,1.14,0.77,0.58,2.11,1.13,1.15,0.76,0.78,1.03,0.22,2.74,1.59,1.38,0.99,1.05,1.18
200704,-99.99,1.67,3.55,4.33,1.53,1.98,3.7,4.27,4.33,1.82,1.23,1.97,1.99,3.31,4.03,4.07,4.39,3.91,4.43
200705,-99.99,3.08,4.79,3.5,2.89,3.74,5.49,4.2,3.43,2.25,3.54,3.49,3.95,5.38,5.59,4.19,4.21,3.36,3.45
200706,-99.99,-0.58,-1.23,-1.65,-0.15,-1.69,-0.77,-1.83,-1.61,-0.36,0.05,-1.49,-1.86,-0.97,-0.61,-1.58,-1.98,-1.45,-1.65
200707,-99.99,-6.71,-4.9,-2.86,-6.71,-6.33,-4.67,-4.59,-2.69,-6.07,-7.36,-6.72,-6,-4.99,-4.4,-4.66,-4.55,-2.8,-2.66
200708,-99.99,0.76,0.22,1.53,-0.09,1.87,0.26,-0.07,1.67,-1.47,1.36,2.4,1.43,1.58,-0.85,-0.42,0.14,-0.24,2.11
200709,-99.99,1.24,2.49,3.85,1.38,1.24,2.77,2.51,3.98,1.73,1.03,0.96,1.47,2.09,3.35,2.61,2.45,3.76,4.04
200710,-99.99,1.6,2.54,1.96,1.36,2.5,2.7,1.76,2.01,1,1.73,2.07,2.86,2.88,2.54,2.17,1.5,2.19,1.97
200711,-99.99,-8.27,-5.95,-3.96,-8.65,-7.2,-5.83,-5.25,-3.86,-8.8,-8.51,-7.55,-6.91,-5.52,-6.09,-5.62,-5.03,-3.53,-3.93
200712,-99.99,-0.55,-0.9,-0.53,-0.56,0.1,-1.14,-1.18,-0.47,-0.45,-0.67,-0.53,0.62,-1.24,-1.05,-1.34,-1.09,0.68,-0.74
200801,-99.99,-7.51,-5.8,-6.02,-7.63,-7.06,-6.01,-5.56,-6.03,-6.78,-8.51,-7.27,-6.88,-5.58,-6.38,-4.97,-5.91,-6.34,-5.96
200802,-99.99,-3.53,-2.3,-2.9,-4.3,-3.05,-1.98,-2.25,-2.95,-3.28,-5.39,-2.13,-3.82,-3.52,-0.69,-2,-2.39,-1.98,-3.17
200803,-99.99,-0.53,-1.23,-0.57,-1.24,0.77,-1.03,-1.8,-0.49,-2.28,-0.13,0.77,0.77,-0.89,-1.15,-2.45,-1.41,-1.91,-0.16
200804,-99.99,2.08,6.2,4.61,1.77,3.18,7.99,5.78,4.47,0.93,2.63,2.63,3.64,6.67,9.06,5.07,6.22,6.47,4.01
200805,-99.99,4.18,5.25,1.5,3.61,5.68,5.22,4.4,1.26,3.49,3.74,5.18,6.08,5.54,4.97,4.89,4.11,3.42,0.76
200806,-99.99,-8.58,-7.12,-8.36,-8.45,-7.63,-7.17,-8.23,-8.32,-7.05,-9.86,-8.8,-6.68,-7.32,-7.05,-7.28,-8.81,-6.49,-8.75
200807,-99.99,4.4,0.15,-1.16,4.49,4.12,0.99,-2.42,-1.07,2.56,6.17,4.25,4.03,0.66,1.22,-2.8,-2.19,-2.62,-0.71
200808,-99.99,3.82,3.29,1.19,3.46,5.38,3.38,2.22,1.07,2.66,4.13,4.43,6.09,3.71,3.14,1.77,2.49,0.17,1.27
200809,-99.99,-8.01,-10.26,-9.04,-8.35,-7.4,-10.16,-12.5,-8.68,-9.39,-7.5,-7.43,-7.39,-10.47,-9.93,-11.92,-12.85,-11.46,-8.07
200810,-99.99,-20.92,-20.75,-16.39,-20.21,-21.2,-19.78,-21.5,-15.97,-20.38,-20.08,-22.1,-20.53,-20.42,-19.33,-22.26,-21.04,-21.15,-14.87
200811,-99.99,-12.98,-10.23,-7.17,-13.26,-11.46,-9.86,-9.47,-7.03,-15.65,-11.34,-12.5,-10.7,-12.37,-8.13,-10.53,-8.82,-10.61,-6.32
200812,-99.99,4.96,4.55,1.21,3.95,5.8,4.57,4.16,0.97,2.72,4.89,6.66,5.19,4.25,4.78,4.14,4.17,2.84,0.62
200901,-99.99,-10.8,-8.26,-7.79,-11.13,-10.77,-8.83,-6.65,-7.84,-7.65,-13.71,-10.26,-11.15,-9.92,-8.11,-5.76,-7.19,-6.78,-8.05
200902,-99.99,-12.31,-10.18,-9.68,-12.4,-11.98,-9.76,-9.38,-9.73,-12.85,-12.04,-12.16,-11.84,-9.96,-9.63,-9.88,-9.07,-9.86,-9.71
200903,-99.99,9.57,10,8.57,9.86,9.82,9.71,8.72,8.64,9.13,10.43,9.1,10.35,10.45,9.23,10.26,7.8,8.31,8.71
200904,-99.99,16.44,14.92,9.09,16.66,15.92,15.37,13.38,8.75,15.03,17.91,16.07,15.82,17.78,13.81,13.79,13.12,14.86,7.55
200905,-99.99,4.15,2.83,5.54,5.07,3.11,2.06,4.29,5.61,8.62,2.43,2.64,3.45,1.48,2.45,3.63,4.69,5.65,5.61
200906,-99.99,3.7,0.8,0.19,4.31,1.82,0.74,0.47,0.18,5.26,3.55,2.68,1.2,1.79,0.04,0.69,0.34,-0.17,0.25
200907,-99.99,10.46,9.41,7.41,10.01,10.13,9.88,8.76,7.3,10.19,9.89,11.04,9.33,10.43,9.46,8.82,8.72,8.63,7.03
200908,-99.99,4.38,3.8,3.21,5.53,3.65,3.38,4.8,3.04,7.42,4.19,2.88,4.33,3.95,2.94,4.11,5.25,3.54,2.94
200909,-99.99,7.17,6.25,3.71,6.78,6.68,6.34,6.63,3.44,6.33,7.11,7.68,5.81,5.92,6.67,6.33,6.83,4.89,3.14
200910,-99.99,-8.22,-5.51,-1.65,-8.42,-7.43,-5.67,-4.6,-1.39,-8.08,-8.67,-7.95,-6.97,-6.58,-4.97,-4.61,-4.6,-2.93,-1.06
200911,-99.99,2.39,4.27,5.92,1.57,2.84,4.2,4.54,6.08,1.72,1.45,3.46,2.29,3.7,4.57,5.26,4.07,4.61,6.39
200912,-99.99,8.85,6.85,1.99,8.16,9.27,7.24,6.07,1.61,6.66,9.25,9.71,8.87,7.61,6.97,5.45,6.48,4.19,1.07
201001,-99.99,-3.11,-3.34,-3.41,-2.95,-2.85,-3.48,-3.59,-3.4,-1.22,-4.17,-3.32,-2.42,-3.9,-3.17,-3.57,-3.61,-3.14,-3.45
201002,-99.99,5.02,4.78,3.14,5.36,3.97,5.33,5.36,2.91,4.18,6.22,4.6,3.4,6.01,4.81,4.68,5.8,3.82,2.71
201003,-99.99,8.27,7.87,5.86,8.15,8.51,8.04,7.76,5.66,7.89,8.34,8.42,8.6,7.8,8.22,7.32,8.04,5.64,5.67
201004,-99.99,7.45,4.89,1.18,8.94,5.34,4.49,4.3,0.95,10.36,7.94,5.58,5.12,6,3.32,5.32,3.65,2.29,0.67
201005,-99.99,-8.11,-7.49,-7.9,-8.44,-7.84,-7.38,-7.03,-8.01,-8.66,-8.28,-7.68,-8,-7.91,-6.97,-7.41,-6.78,-7.41,-8.14
201006,-99.99,-8.27,-7.23,-5.12,-8.6,-8.02,-7.26,-6.53,-5,-9.29,-8.11,-7.84,-8.19,-8.19,-6.54,-6.75,-6.39,-4.7,-5.06
201007,-99.99,6.37,7,6.97,5.95,6.89,6.99,7.27,6.93,5.46,6.35,7.01,6.8,7.81,6.43,7.11,7.35,7.45,6.81
201008,-99.99,-8.48,-5.97,-4.37,-8.95,-7.32,-6.18,-4.76,-4.36,-8.62,-9.22,-7.77,-6.96,-7.24,-5.45,-5.16,-4.54,-4.3,-4.37
201009,-99.99,12.19,12.05,9.07,11.72,13.31,12.66,10.71,8.88,11.16,12.19,12.89,13.64,12.93,12.48,10.38,10.88,10.65,8.5
201010,-99.99,4.79,3.27,3.89,5.25,3.38,4.13,3.43,3.88,4.5,5.87,4.12,2.82,4.25,4.05,2.25,4.03,3.97,3.86
201011,-99.99,3.72,3.4,0.12,3.79,3.7,4.06,2.76,-0.19,2.71,4.68,3.61,3.76,4.21,3.95,2.22,3.04,1.65,-0.6
201012,-99.99,9.04,7.51,6.49,8.97,8.28,7.36,6.89,6.49,9.25,8.75,9.15,7.6,7.81,7.05,7.67,6.49,6.31,6.53
201101,-99.99,-0.61,1.76,2.3,-1.35,0.8,1.45,2.32,2.31,0.38,-2.72,0.45,1.08,0.07,2.41,2.57,2.18,1.59,2.47
201102,-99.99,5.21,4.97,3.3,4.49,5.91,5.62,4.09,3.18,4.29,4.64,6.21,5.67,5.22,5.89,3.65,4.32,3.67,3.08
201103,-99.99,2.93,2.65,0.04,2.47,2.51,3.27,2.01,-0.16,1.27,3.45,3.57,1.68,3.2,3.31,2.24,1.9,0.71,-0.36
201104,-99.99,1.42,3.15,3,1.35,2.32,3.49,2.69,3.03,0.25,2.23,1.51,2.97,3.43,3.53,2.73,2.67,3.36,2.96
201105,-99.99,-2.95,-1.22,-1.19,-2.59,-2.11,-1.49,-0.48,-1.29,-2.69,-2.51,-3.44,-1.06,-1.98,-1.15,-0.9,-0.27,-1.08,-1.34
201106,-99.99,-2.4,-1.61,-1.69,-2.8,-1.28,-1.57,-2.1,-1.64,-2.5,-3.02,-1.86,-0.84,-1.63,-1.53,-2.07,-2.11,-1.43,-1.69
201107,-99.99,-3.26,-4.08,-2.04,-2.66,-4.17,-4.19,-3.57,-1.89,-2.46,-2.84,-4.06,-4.26,-4.95,-3.55,-3.87,-3.39,-3.72,-1.46
201108,-99.99,-10.35,-8.23,-5.45,-10.78,-9.58,-8.26,-7.75,-5.21,-10.67,-10.88,-9.78,-9.42,-7.82,-8.63,-7.65,-7.82,-5.83,-5.06
201109,-99.99,-11.19,-11.01,-6.9,-11.27,-11.17,-11.45,-9.92,-6.63,-11.03,-11.48,-11.08,-11.24,-11.54,-11.38,-10.37,-9.64,-8.56,-6.19
201110,-99.99,14.27,15.08,10.73,13.08,15.78,15.35,14.03,10.44,10.21,15.66,15.86,15.72,15.29,15.39,14.48,13.74,11.61,10.18
201111,-99.99,-1.02,-0.03,-0.24,-1.49,-0.32,-0.2,-0.08,-0.24,-2.21,-0.86,-0.43,-0.23,-1.25,0.67,0.27,-0.3,-0.72,-0.13
201112,-99.99,0.47,-0.03,0.83,0.98,0.25,-0.12,-0.53,0.98,1.41,0.62,-0.18,0.61,-0.01,-0.21,-0.2,-0.73,-0.82,1.39
201201,-99.99,8.12,6.3,4.75,8.76,6.82,6.25,6.27,4.61,8.18,9.25,7.28,6.45,6.3,6.22,6.29,6.25,5.77,4.35
201202,-99.99,2.42,4.18,4.53,1.6,3.37,3.99,4.9,4.49,2.68,0.7,3.47,3.29,3.59,4.34,4.81,4.96,4.18,4.56
201203,-99.99,2.99,1.87,3.24,3.69,2.4,1.36,1.98,3.37,4.75,2.77,2.12,2.63,2.39,0.48,2.15,1.88,2.38,3.59
201204,-99.99,-1.93,-0.88,-0.71,-1.85,-1.52,-1.08,-0.47,-0.74,-1.13,-2.49,-2.02,-1.1,-1.14,-1.02,-0.54,-0.44,-0.65,-0.75
201205,-99.99,-6.94,-7.04,-5.99,-6.98,-6.53,-6.86,-7.66,-5.83,-5.85,-7.98,-6.89,-6.24,-6.2,-7.44,-7.6,-7.7,-6.43,-5.7
201206,-99.99,5.99,2.98,3.91,5.99,5.06,3.46,2.06,4.07,6.06,5.93,5.99,4.3,4.2,2.79,1.82,2.21,2.78,4.35
201207,-99.99,-2.01,-0.86,1.17,-2.09,-1.82,-0.77,-0.87,1.38,-1.84,-2.31,-1.9,-1.78,-1.83,0.06,-0.47,-1.11,0.77,1.51
201208,-99.99,2.97,3.82,2.37,2.71,2.64,4.14,3.86,2.26,2.53,2.87,3.38,2.22,4.83,3.6,4.29,3.6,3,2.11
201209,-99.99,4.81,2.53,2.66,4.45,4.09,2.69,2.25,2.67,4.73,4.21,5.37,3.37,2.27,3.02,1.89,2.47,2.03,2.81
201210,-99.99,-3.09,-1.26,-1.73,-3.4,-2.88,-0.9,-0.29,-1.88,-2.99,-3.75,-2.62,-3.02,0.3,-1.84,-0.76,0,-1.47,-1.97
201211,-99.99,0.63,1.93,0.6,0.41,0.46,2.37,1.8,0.52,-0.82,1.49,0.94,0.18,1.72,2.89,2.28,1.51,1.26,0.36
201212,-99.99,3.59,2.6,0.88,3.45,3.51,2.99,2.5,0.69,1.74,4.92,3.78,3.35,3.05,2.94,1.72,2.96,1.94,0.42
201301,-99.99,6.13,7.23,5.33,5.66,6.6,6.64,7.6,5.16,7.14,4.42,6.82,6.48,6.69,6.59,8.39,7.14,6.59,4.85
201302,-99.99,1.1,1.46,1.29,0.77,1.26,1.3,1.27,1.33,0.8,0.73,1.59,1.07,1.12,1.44,1.87,0.91,1.64,1.26
201303,-99.99,5.02,4.76,3.88,5.31,4.55,4.91,4.71,3.8,5.38,5.25,4.61,4.51,4.79,5,4.7,4.72,4.28,3.69
201304,-99.99,-0.34,-0.15,1.86,0.14,-0.75,-0.61,0.93,1.93,0.57,-0.22,-1.04,-0.59,-0.63,-0.59,0.62,1.11,1.51,2.02
201305,-99.99,5.9,4.77,2.45,5.57,5.53,4.51,3.37,2.45,4.54,6.44,6.38,5.03,4.68,4.37,4.96,2.4,2.27,2.49
201306,-99.99,0.83,-1.04,-1.37,0.56,0.34,-0.84,-1.68,-1.34,1.46,-0.2,1.23,-0.18,-0.82,-0.86,-1.69,-1.68,-0.53,-1.52
201307,-99.99,7.95,7.03,5.34,8.14,6.83,7.52,6.52,5.24,7.91,8.35,7.69,6.23,7.53,7.52,6.78,6.36,5.63,5.15
201308,-99.99,-2.98,-2.59,-2.72,-2.89,-2.59,-2.76,-2.25,-2.79,-2.71,-3.05,-3.11,-2.21,-3.39,-2.25,-2.55,-2.06,-2.44,-2.87
201309,-99.99,6.84,5.83,3.35,7.1,6.41,5.63,5.25,3.2,6.59,7.55,6.5,6.35,5.24,5.94,5.85,4.86,4.18,2.98
201310,-99.99,2.18,3.14,4.43,1.66,2.03,3.71,3.19,4.55,1.75,1.59,2.9,1.42,3.55,3.84,3.2,3.18,3.67,4.75
201311,-99.99,5.01,3.02,3.07,5.87,4.26,3.41,1.83,3.19,5.39,6.3,3.83,4.57,3.46,3.36,1.85,1.82,2.34,3.38
201312,-99.99,2.23,2.92,2.65,2.06,2.22,2.8,3.15,2.62,2.63,1.56,2.47,2.05,2.54,3.01,3.47,2.95,3.04,2.52
201401,-99.99,-1.7,-2.52,-3.55,-1.31,-3.16,-2.38,-2.82,-3.58,0.52,-2.93,-2.24,-3.82,-2.87,-1.99,-2.12,-3.26,-2.24,-3.88
201402,-99.99,4.79,5.22,4.61,4.66,4.74,5.51,5.71,4.47,4.36,4.94,4.96,4.58,4.7,6.15,5.15,6.09,6.08,4.1
201403,-99.99,-0.27,-0.78,0.73,-0.3,-0.51,-1,-0.18,0.8,-0.97,0.33,-0.23,-0.72,-0.8,-1.16,-0.53,0.04,-0.31,1.06
201404,-99.99,-5.01,-2.37,0.55,-5.6,-3.98,-2.62,-1.4,0.73,-5.55,-5.64,-4.19,-3.83,-2.93,-2.38,-1.43,-1.38,-0.1,0.93
201405,-99.99,-0.63,1.3,2.28,-0.78,0.31,1.39,2.21,2.24,-0.75,-0.81,-0.43,0.84,1.32,1.44,1.39,2.73,2.38,2.2
201406,-99.99,5.76,5.13,2.01,5.42,6.29,5.07,4.05,1.86,4.72,6.05,6.22,6.34,4.74,5.33,4.7,3.64,2.73,1.66
201407,-99.99,-6.82,-4.96,-1.4,-6.71,-5.88,-5.56,-3.33,-1.28,-6.08,-7.3,-6.94,-5.03,-6.01,-5.26,-4.25,-2.67,-2.1,-1.09
201408,-99.99,4.4,5.21,4.08,3.73,5.13,5.13,5.27,3.98,3.78,3.69,5.13,5.13,4.64,5.46,5.33,5.23,4.57,3.85
201409,-99.99,-5.75,-4.97,-1.4,-6.02,-5.31,-5.42,-3.88,-1.2,-4.91,-7.08,-5.46,-5.19,-5.51,-5.36,-4.37,-3.54,-2.22,-0.97
201410,-99.99,5.68,3.55,2.23,5.04,6.31,4.56,2.51,2.13,3.33,6.71,6.35,6.27,5.41,3.98,1.29,3.35,2.76,1.98
201411,-99.99,-0.26,1.05,2.89,-1.01,0.1,1.47,2.32,2.87,-1.04,-0.98,0.51,-0.22,1.81,1.23,1.12,3.13,2.68,2.91
201412,-99.99,4.54,0.53,-0.39,5.29,2.42,0.85,0.46,-0.5,4.68,5.87,3.76,1.35,1.59,0.33,-0.19,0.9,-0.11,-0.59
201501,-99.99,-4.33,-2.6,-3.08,-4.62,-3.94,-2.64,-1.71,-3.22,-3.63,-5.53,-4.03,-3.87,-4.04,-1.65,-2.01,-1.51,-2.11,-3.47
201502,-99.99,6.55,6.89,6.03,5.59,6.5,7.46,7.11,5.91,4.59,6.54,7.54,5.64,7.21,7.63,6.76,7.34,5.83,5.93
201503,-99.99,1.66,1.14,-1.61,1.39,1.94,1.12,0.52,-1.79,1.51,1.28,1.92,1.96,1.38,0.95,0.82,0.34,-0.91,-2
201504,-99.99,-2.31,-1.14,1.02,-2.32,-2.17,-1.68,-0.59,1.21,-1.82,-2.79,-2.29,-2.08,-1.9,-1.53,-0.09,-0.91,-0.21,1.54
201505,-99.99,2.48,2,1.21,2.34,2.72,2.67,1.72,1.12,1.68,2.97,2.63,2.79,1.79,3.28,0.85,2.28,0.81,1.19
201506,-99.99,2.29,-0.76,-1.83,2.7,0.74,-0.29,-1.29,-1.89,1.1,4.2,1.89,-0.22,0.7,-0.97,-1.57,-1.11,-2.32,-1.79
201507,-99.99,-3.9,-0.62,2.06,-5.24,-1.9,-1.76,0.81,2.19,-5.02,-5.39,-2.41,-1.52,-2.09,-1.51,0.93,0.72,0.17,2.62
201508,-99.99,-5.26,-6.04,-6.06,-4.6,-6.31,-5.39,-5.87,-6.12,-3.93,-5.07,-5.97,-6.56,-6.41,-4.62,-6.52,-5.41,-4.96,-6.36
201509,-99.99,-6.29,-5.1,-2.78,-6.69,-5.94,-5.58,-4.52,-2.6,-5.97,-7.2,-5.85,-6,-5.35,-5.75,-4.26,-4.71,-3.05,-2.51
201510,-99.99,5.67,5.6,8.2,5.3,5.29,6.1,6.28,8.31,3.95,6.27,6.07,4.72,6.89,5.52,5.43,6.9,6.41,8.71
201511,-99.99,3.81,1.87,0.33,2.99,4.93,1.71,0.93,0.27,2.72,3.17,4.7,5.1,3.11,0.67,0.82,1.01,-0.2,0.36
201512,-99.99,-5.1,-4.58,-1.76,-4.87,-4.87,-5.35,-3.74,-1.59,-4.14,-5.39,-5.34,-4.53,-6.08,-4.81,-3.79,-3.7,-2.65,-1.37
201601,-99.99,-10.46,-8.08,-5.41,-10.28,-10.27,-8.3,-7.97,-5.14,-9.65,-10.73,-10.64,-9.99,-8.67,-8.02,-7.14,-8.56,-5.27,-5.11
201602,-99.99,-0.04,1.26,-0.16,-0.58,0.41,1.49,0.91,-0.22,-0.75,-0.45,0.54,0.32,1.3,1.63,1.38,0.57,1.23,-0.51
201603,-99.99,7.18,8.26,6.62,6.65,8.11,8.27,8.34,6.47,5.16,7.71,7.75,8.38,8.87,7.8,8.22,8.43,7.53,6.25
201604,-99.99,3.42,1.61,0.58,3.51,2.27,1.7,1.72,0.47,4.57,2.77,3.33,1.49,1.57,1.79,1.57,1.83,1.03,0.36
201605,-99.99,1.28,1.85,1.78,0.03,2.22,1.17,2.74,1.68,-0.32,0.28,2.59,1.94,0.49,1.69,2.49,2.93,1.19,1.78
201606,-99.99,0.18,-0.66,0.01,-0.42,-0.26,-0.58,-1.11,0.14,-0.11,-0.64,0.78,-1.04,0.72,-1.57,-0.6,-1.47,1.54,-0.15
201607,-99.99,6.16,5.28,3.72,5.43,6.65,5.8,4.51,3.64,4.47,6.15,6.92,6.43,6.66,5.12,4.28,4.65,4.38,3.48
201608,-99.99,2.37,1.24,0.28,3.68,2.26,1.67,1.15,0.14,3.26,3.99,1.01,3.27,1.29,1.98,-0.01,1.9,-0.44,0.27
201609,-99.99,3.41,0.63,0.12,4.1,2.13,0.51,0.09,0.14,4.8,3.6,2.67,1.7,0.49,0.52,0.34,-0.07,1.14,-0.07
201610,-99.99,-5.89,-4.1,-1.63,-6.32,-6.31,-3.85,-2.22,-1.64,-6.8,-5.96,-5.42,-7.02,-4.24,-3.54,-3.23,-1.57,-2.9,-1.37
201611,-99.99,12.6,9.89,3.78,12.57,12.61,10.09,6.76,3.63,9.72,14.63,12.63,12.59,11.61,8.9,8.64,5.57,5.81,3.17
201612,-99.99,3.53,1.31,1.87,4.43,1.77,1.53,0.62,2.02,3.23,5.25,2.56,1.15,1.57,1.49,1.13,0.29,1.32,2.16
