,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
193908,-4.78,-6.42,-6.16,-11.2,-6.03,-5.86,-7.42,-7.35,-14.11,-5.01,-7.49,-8.27,-4.78,-7.03,-8.05,-7.31,-7.46,-11.86,-18.04
193909,126,13.98,17.73,43.23,13.19,12.91,18.03,32.01,54,10.59,17.03,17.89,10.76,16.9,19.84,32.53,30.33,46.65,67.81
193910,-27.09,0.04,-0.81,-4.43,0.04,0.1,-0.33,-3.13,-5.27,0.63,-0.79,0.04,0.12,0.19,-1.16,-3.1,-3.24,-4.25,-6.96
193911,-14.06,-2.72,-3.92,-10.35,-2.39,-2.48,-4.1,-7.62,-13.06,-1.77,-3.27,-4.29,-1.65,-4.48,-3.5,-7.93,-6.57,-10.44,-17.5
193912,-31.05,3.6,2.39,0.9,3.7,2.57,3.57,0.8,1.4,3.87,3.46,3.14,2.32,3.73,3.33,0.96,0.25,1.89,0.5
194001,-3.74,-2.2,-2.48,-4.72,-2.13,-1.8,-2.09,-4.54,-6.12,-2.23,-2,-2.51,-1.48,-2.56,-1.35,-5.04,-2.86,-4.61,-8.9
194002,-14.77,1.3,1.47,1.8,0.97,1.84,1.08,2.14,1.82,0.77,1.26,2.94,1.35,0.82,1.5,2.26,1.76,1.94,1.6
194003,23.74,2.42,1.52,2.26,2.65,1.03,1.96,2.31,1.88,2.48,2.91,1.29,0.91,1.97,1.94,2.18,2.75,2.49,0.7
194004,-16.2,-0.03,0.25,0.98,0.06,-0.25,0.89,0.65,0.07,0.37,-0.37,-0.47,-0.15,0.56,1.39,0.19,2.13,0.94,-1.62
194005,-17.95,-22.19,-21.1,-26.25,-21.94,-20.36,-23.31,-22.52,-28.98,-19.83,-24.98,-23.43,-18.97,-22.82,-24.07,-22.41,-22.85,-25.75,-35.42
194006,4.35,4.94,8.11,10.17,4.79,7.2,10.18,5.58,14.77,3.47,6.84,5.65,7.86,10.88,9.08,5.8,4.87,14.99,14.27
194007,-7.5,3.4,3.14,3.3,3.92,2.3,3.44,3.54,2.85,3.45,5.1,2.15,2.54,3.27,4.05,3.44,3.72,3.25,2.17
194008,-0.88,2.19,1.86,3.25,2.88,1.16,1.43,2.6,2.88,2.96,2.69,0.48,2.26,0.45,4.85,2.05,3.59,2.15,4.13
194009,8.7,3.18,1.4,1.67,3.51,2.57,0.59,0.71,2.63,3.56,3.38,2.36,2.91,0.55,0.73,0.67,0.77,2.4,3.03
194010,1.05,0.94,6.32,7.82,0.45,3,6.04,8.58,9.18,-0.16,1.99,2.19,4.3,5.75,7.01,9.72,6.53,11.15,5.86
194011,7.11,-1.88,-1.23,-0.57,-2.54,-0.78,-0.81,0.28,-4.44,-2.52,-2.59,-0.21,-1.69,-0.91,-0.46,-1.3,3.21,-4.44,-4.43
194012,-14.69,0.57,0.87,-0.18,0.23,1.26,0.2,0.81,0.62,0.55,-0.52,1.4,1.03,0.56,-0.99,1.78,-0.89,1.93,-1.66
194101,6.65,-5.03,-3.78,-1.34,-5.77,-3.89,-2.92,-3.15,-0.25,-6.3,-4.49,-3.21,-4.97,-2.85,-3.15,-3.59,-2.35,-1.79,2.53
194102,-4.62,-1.61,-1.51,-0.76,-1.54,-1.7,-1.24,-1.58,-0.5,-1.8,-0.9,-1.78,-1.56,-0.96,-2.17,-1.89,-1.01,0.01,-1.37
194103,-2.89,0.54,1.21,3.44,0.5,0.73,1.71,1.49,4.19,0.45,0.64,0.64,0.87,2.15,0.2,0.8,2.72,3.02,6.22
194104,-13.95,-6.51,-4.61,-2.5,-6.46,-6.35,-3.97,-3.59,-2.11,-6.29,-6.87,-6.63,-5.89,-3.51,-5.6,-3.99,-2.88,-2.53,-1.4
194105,2.94,0.96,2.52,2.25,1.2,1.27,2.53,2.85,0.63,1.49,0.47,0.4,2.68,2.92,1.13,2.29,3.82,0.32,1.16
194106,0.17,6.15,5.65,3.78,6.45,5.31,6.29,4.55,4.21,6.64,5.98,5.43,5.13,6.45,5.71,5.24,3.38,4.05,4.48
194107,19.21,3.84,8.29,11.33,4.56,3.73,8.37,9.69,17.96,4.3,5.21,2.24,6.58,8.57,8.2,11.29,8.61,15.51,20.05
194108,-0.22,0.65,-0.93,-1.98,0.79,0.1,-1.52,-1.16,-2.07,0.94,0.42,0.34,-0.35,-0.48,-2.42,-0.04,-1.95,-0.99,-2.95
194109,-7.8,-0.06,-2.17,-1.71,0.15,-1.01,-2.58,-1.41,-2.23,-0.05,0.65,-0.53,-1.91,-2.14,-2.97,-1.32,-1.48,0.43,-4.45
194110,10.59,-6.09,-3.46,-3.18,-6.62,-4.83,-2.84,-2.65,-5.13,-6.95,-5.79,-4.88,-4.74,-4.21,-1.63,-3.14,-2.31,-3.26,-6.76
194111,12.8,-2.25,-0.76,-1.88,-1.8,-2.61,0.03,-1.63,-3.44,-1.61,-2.27,-3.27,-1.37,-1.57,1.4,-2.24,-1.21,-1.58,-5.12
194112,-19.21,-4.69,-3.85,-9.84,-3.52,-4.99,-4.67,-8.83,-9.36,-3.1,-4.58,-7.35,-0.55,-6.41,-3.21,-7.08,-10.05,-10.21,-8.55
194201,13.91,-1.66,1.02,11.2,-2.73,0.66,0.87,7.1,13.77,-3.95,0.45,0.89,0.26,3.95,-1.6,2.96,10.1,8.39,18.68
194202,-1.07,-2.26,-2.7,-2.25,-2.5,-1.99,-3.17,-2.27,-1.13,-2.88,-1.54,-1.71,-2.48,-2.72,-3.56,-1.57,-2.75,-4.81,1.94
194203,-14.04,-5.81,-7.33,-6.05,-5.47,-6.82,-7.86,-5.82,-6.37,-5.91,-4.4,-6.57,-7.27,-8.52,-7.3,-5.71,-5.9,-5.33,-7.17
194204,-12.23,-4.62,-4.46,-2.99,-3.69,-6.35,-3.76,-3.73,-2.53,-3.01,-5.33,-6.75,-5.63,-2.86,-4.52,-4.52,-3.19,-2.55,-2.52
194205,0.27,7.32,4.77,0.8,7.73,5.87,4.99,2.37,-0.91,7.59,8.07,6.35,5.05,4.23,5.64,3.57,1.56,1.04,-2.46
194206,0.84,3.02,2.54,2.72,4.37,1.11,1.92,2.76,2.64,4.43,4.22,-0.23,3.5,2.64,1.31,2.77,2.76,2.76,2.53
194207,2.52,2.72,4.28,7.13,2.18,4.29,3.48,5.49,7.56,1.89,2.7,3.91,4.89,2.93,4.16,4.54,6.82,3.43,11.77
194208,7.96,1.72,1.79,3.85,1.4,1.97,1.44,3.44,4.14,0.99,2.13,2.42,1.28,0.73,2.32,3.28,3.64,5.9,2.47
194209,6.03,2.61,2.83,4,2.92,2.71,1.91,2.58,5.68,3.37,2.12,1.95,3.89,2.04,1.76,2.43,2.78,2.41,8.84
194210,22.41,5.35,7.88,12.46,5.3,5.57,9.09,10.37,14.18,5.29,5.3,5.47,5.72,7.91,10.52,9.77,11.19,13.52,14.78
194211,-2.11,1.07,0.09,-4.34,0.95,1.65,-0.04,-3.46,-5.05,1.39,0.17,1.33,2.13,0.61,-0.8,-3.21,-3.8,-2.04,-7.78
194212,-7.86,4.85,5.81,5.4,5.87,3.9,5.71,6.17,4.05,5.29,6.9,2.67,5.79,5.83,5.57,5.99,6.42,3.23,4.85
194301,17.46,5.43,8.36,12.06,5.61,5.92,9.06,9.23,15.94,5.86,5.18,5.02,7.25,9.9,8.03,9.25,9.22,16.28,15.6
194302,63.04,4.9,7.14,12.36,3.79,6.33,8.16,10.03,14.65,2.95,5.27,7.39,4.79,7.57,8.9,9.62,10.58,13.08,16.17
194303,-15.05,4.23,7.41,11.83,4.21,5.08,8.27,9.06,13.48,3.44,5.55,4.28,6.25,9,7.37,7.99,10.49,11.72,15.13
194304,0.87,-0.12,1.34,3.64,-0.58,1.03,1.15,1.1,7.83,-0.56,-0.62,0.9,1.22,0.91,1.46,1.83,0.15,4.38,10.98
194305,6.76,5.08,5.93,8.41,5.24,4.82,7,6.59,9.34,5.04,5.59,4.73,4.96,7.47,6.42,5.84,7.58,7.87,10.61
194306,-5.5,2.13,1.89,0.09,2,2.96,0.4,1.04,-0.73,0.89,3.89,2.4,3.78,0.18,0.68,1.2,0.83,3.47,-4.25
194307,1.37,-4.77,-3.93,-5.98,-5.44,-3.63,-3,-5.47,-7.88,-5.47,-5.34,-3.47,-4.01,-1.87,-4.88,-6.37,-4.83,-5.51,-10.26
194308,-4.8,1.48,1.21,0.29,1.49,1.4,1.3,0.56,0.24,1.24,2.25,1.46,1.24,1.25,1.39,0.9,0.31,0.77,-0.32
194309,4.27,2.22,2.75,3.03,2.37,1.95,2.75,2.99,4.32,2.3,2.58,1.93,2,2.76,2.73,4.02,2.27,3.46,5.25
194310,-11.74,-1.43,-0.9,0.45,-1.77,-1.1,-0.95,0.91,-0.4,-1.92,-1.29,-0.8,-1.87,-0.12,-2.37,0.84,0.96,-0.53,-0.26
194311,-25.91,-4.8,-6.7,-9.51,-5.04,-4.55,-6.82,-7.92,-13.48,-4.47,-6.76,-4.35,-5.04,-6.51,-7.37,-8.96,-7.17,-11.47,-15.56
194312,16.27,5.7,7.22,8.02,5.52,6.13,7.17,7.3,11.27,4.96,7.26,6.05,6.36,6.22,8.84,8.8,6.22,10.4,12.23
194401,-4.28,0.89,1.87,4.95,0.86,1.11,2.39,2.49,7.28,0.43,2.15,0.95,1.53,1.74,3.49,0.99,3.59,5.36,9.37
194402,-4.39,0.08,0.8,2.13,0.24,0.06,0.63,0.78,4.97,0.27,0.16,-0.24,0.81,1.42,-0.7,1.26,0.43,3.8,6.19
194403,6.96,2.2,2.66,4.1,2.55,1.88,2.23,3.48,5.39,2.75,1.94,1.56,2.73,1.47,3.53,3.75,3.28,4.99,5.8
194404,-8.34,-1.41,-1.96,-1.98,-1.39,-1.55,-2.08,-1.55,-2.99,-1.3,-1.66,-1.43,-1.84,-1.94,-2.32,-1.84,-1.34,-1.35,-4.64
194405,-0.27,4.63,5.21,5.72,4.48,4.85,5.09,5.2,7.86,4.55,4.28,4.9,4.69,4.8,5.59,6.35,4.36,8.14,7.57
194406,44.78,5.03,5.55,7.91,5.66,4.39,4.63,7.48,8.76,5.4,6.43,3.83,5.82,5.01,4,7.63,7.36,9.19,8.3
194407,0,-1.61,-1.44,-0.93,-1.75,-1.45,-1.19,-1.38,-0.75,-2.13,-0.76,-1.28,-1.66,-1.44,-0.81,-1.48,-1.26,-1.68,1.25
194408,-20,1.45,1.51,1.25,1.71,0.72,2.41,2.05,0.58,1.63,1.92,0.82,0.58,2.38,2.46,1.66,2.49,1.35,-1.04
194409,-50,0.36,-0.24,-0.25,0.46,-0.36,-0.06,0.25,0.03,0.44,0.5,0.13,-0.96,0.29,-0.6,1.12,-0.76,0.29,-0.52
194410,-99.99,-0.06,0.81,-0.14,-0.33,0.8,0.79,-0.19,0.22,-0.16,-0.76,0.59,1.05,0.88,0.64,0.31,-0.79,0.45,-0.28
194411,-99.99,1.16,2.31,3.24,1.11,1.75,2.14,2.87,3.31,1.11,1.09,1.29,2.33,1.81,2.65,2.67,3.11,2.52,5.03
194412,-99.99,2.58,4.72,9.83,2.39,3.53,5.23,5.32,12.04,2.13,3.05,3.05,4.12,5.53,4.75,5,5.71,8.93,18.66
194501,-99.99,0.88,3.23,3.52,1.31,1.17,3.26,5.11,2.19,1.14,1.73,-0.15,2.77,2.7,4.12,4.24,6.12,4.05,-1.41
194502,-99.99,5.19,6.4,10.07,5.43,5.37,6.19,8.21,10.38,5.55,5.14,4.59,6.3,6.61,5.54,7.11,9.48,9.24,12.72
194503,-99.99,-3.23,-4.56,-4.96,-3.87,-3.03,-4.13,-5.61,-4.56,-3.85,-3.91,-1.69,-4.59,-3.94,-4.42,-5.5,-5.73,-4.55,-4.58
194504,-99.99,6.78,8.13,10.73,7.57,6.52,7.86,8.46,11.61,7.48,7.82,4.9,8.45,8.12,7.47,7.97,9.02,9.61,15.59
194505,-99.99,2.03,1.15,1.8,1.69,1.95,1.43,0.81,2.47,0.78,4.01,2.87,0.89,1.55,1.26,1.1,0.48,1.91,3.53
194506,-99.99,-1.1,0.89,3.99,-1.72,0.25,1.04,2.04,5.19,-1.83,-1.43,0.39,0.09,0.81,1.39,2.46,1.57,2.43,10.31
194507,-99.99,-1.5,-1.95,-4.62,-1.45,-0.87,-3.01,-2.71,-5,-1.14,-2.22,-1.69,-0.35,-3.65,-2.01,-1.92,-3.69,-3.45,-7.12
194508,-99.99,8.56,4.65,2.95,8.64,5.86,5.01,4.01,2.54,7.96,10.33,8.21,4.41,5.24,4.65,4.05,3.96,4.17,0.22
194509,-99.99,4.64,4.58,5.82,5.05,3.44,4.37,5.67,6.53,5.18,4.72,2.86,3.82,4.12,4.74,6.91,4.12,5.4,8.2
194510,-99.99,2.51,5.12,5.74,2.51,3.27,5.71,6.82,5,2.53,2.46,2.54,3.72,6.17,4.99,6.26,7.53,5,5.01
194511,-99.99,3.15,6.13,9.65,2.97,5.15,5.81,7.71,10.4,2.24,4.78,3.95,5.91,5.67,6.03,7.58,7.87,7.97,13.9
194512,-99.99,1.87,1.3,-0.18,1.89,1.18,1.7,0.93,-0.53,1.85,1.99,1.81,0.79,2.4,0.6,1.13,0.67,-0.05,-1.17
194601,-99.99,6.26,5.25,8.44,6.12,5.53,4.99,6.88,9.27,5.71,7.1,6.89,4.68,5.03,4.94,7.21,6.46,8.97,9.68
194602,-99.99,-5.9,-5.11,-7.35,-5.79,-4.91,-5.16,-6.88,-7.68,-5.31,-6.94,-6.35,-3.99,-5,-5.4,-7.15,-6.55,-6.84,-8.83
194603,-99.99,5.23,6.93,5.24,5.07,5.44,8.15,7.32,4.11,4.81,5.7,5.9,5.16,8.32,7.87,6.78,8,4.77,3.17
194604,-99.99,3.79,5.39,3.18,3.75,4.18,5.99,5.37,2.4,3.51,4.3,3.98,4.31,6.45,5.26,5.66,5.01,3.33,1.08
194605,-99.99,3.35,3.73,6.26,2.99,4.39,2.81,5.72,6.66,3.1,2.74,4.94,4.04,3.25,2.1,6.01,5.34,3.78,10.83
194606,-99.99,-4.42,-2.84,-4.43,-4.45,-3.44,-1.96,-5.74,-3.67,-4.13,-5.22,-4.29,-2.91,-1.7,-2.38,-5.39,-6.19,-3.6,-3.76
194607,-19.51,-2.85,-2.5,-2.72,-2.48,-3.89,-2.36,-1.74,-3.47,-2.34,-2.63,-4.19,-3.6,-4.04,-1.4,-2.01,-1.26,-1.03,-6.75
194608,-9.52,-6.44,-6.37,-6.37,-6.22,-6.78,-6.82,-5.33,-7.35,-6.04,-6.41,-7.26,-6.32,-6.66,-6.9,-5.79,-4.5,-6.54,-8.5
194609,-21.53,-10.03,-8.85,-12.3,-10.21,-9.68,-8.44,-8.87,-13.99,-9.68,-10.78,-9.33,-10.01,-10.48,-7.3,-8.7,-9.18,-10.53,-19.02
194610,-0.61,-2.52,-1.71,0.5,-2.53,-2.32,-3.03,-0.04,1.14,-3.8,-1.18,-2.5,-2.14,-1.45,-3.89,0.3,-0.63,0.12,2.77
194611,-3.68,-0.29,0.63,0.01,-0.08,-0.02,0.41,0.53,-0.09,1,-1.2,-1.08,1,-2.61,2.08,0.72,0.19,-0.04,-0.17
194612,-2.55,5.32,5.15,4,5.49,6.12,4.68,4.44,3.73,5.14,5.87,4.65,7.49,5.72,4.14,4.42,4.47,3.92,3.43
194701,5.23,2.3,-0.28,2.12,1.97,0.41,1.53,0.02,1.97,0.05,3.98,3.57,-2.48,2,1.28,-1.3,2.39,2.03,1.87
194702,4.35,0,-1.28,-1.48,0.28,-0.62,-1.46,-1.53,-1.58,-0.69,1.26,-1.05,-0.2,-1.1,-1.66,-1.66,-1.3,-1.2,-2.18
194703,-4.76,-1.88,-1.2,-1.64,-1.67,-2.22,-2.31,0.21,-2.29,-1.99,-1.34,-2.68,-1.78,-2.4,-2.27,0.62,-0.5,-0.83,-4.59
194704,-19.38,-5.35,-4,-5.07,-5.22,-5.85,-3.83,-3.82,-5.13,-5.91,-4.55,-5.85,-5.85,-6.28,-2.49,-3.16,-4.97,-4.03,-6.94
194705,-6.98,-1.33,-0.12,-2.25,-1.35,-1.18,-1.63,0.8,-2.42,-1.2,-1.5,-1.24,-1.12,-1.47,-1.71,2.35,-1.95,-1.83,-3.41
194706,6.67,6.35,4.62,4.58,6.14,6.83,2,5.92,4.78,7,5.31,7.16,6.51,7.75,-1,6.82,4.25,4.56,5.17
194707,33.33,3.58,3.69,7.3,3.56,3.97,3.51,4.37,7.73,3.12,4.16,3.67,4.22,3.57,3.47,3.66,5.73,6.72,9.37
194708,0,-1.86,-1.46,-2.06,-1.68,-1.65,-1.64,-1.18,-2.54,-1.83,-1.47,-2.69,-0.81,-0.37,-2.68,-1.66,-0.27,-1.85,-3.66
194709,-2.78,-0.63,-0.58,0.21,-0.54,-0.69,-0.86,0.33,0.17,-0.41,-0.72,-1.05,-0.4,-0.04,-1.55,0.31,0.38,-0.06,0.54
194710,-5.71,2.28,3.02,2.99,2.07,3.9,2.72,2.88,2.72,1.33,3.08,3.25,4.41,1.52,3.74,2.28,3.99,4.28,0.19
194711,-6.06,-2.17,-1.62,-1.9,-1.92,-2.06,-1.55,-2.39,-1.97,-1.39,-2.62,-3.36,-1.04,-1.97,-1.19,-2.78,-1.67,-1.72,-2.38
194712,22.58,1.95,3.31,6.04,1.89,3.43,3.18,3.25,6.36,1.97,1.77,2.23,4.35,1.95,4.2,2.35,4.9,4.52,9.46
194801,5.26,-4.43,-3.93,-2.9,-4.66,-4.06,-4.07,-2.62,-2.86,-4.68,-4.62,-3.4,-4.56,-1.88,-5.85,-2.37,-3.05,-4,-1.02
194802,-5,-4.7,-3.88,-4.85,-4.73,-5.13,-3.12,-5.03,-4.58,-4.9,-4.49,-4.59,-5.55,-2.44,-3.7,-4.57,-5.86,-4.28,-5.05
194803,5.26,7.76,7.76,11.17,7.44,9.78,6.76,9.43,11.16,7.43,7.45,9.23,10.21,5.21,8.09,8.44,11.24,11.26,11
194804,13.75,2.24,4.26,6.75,2.32,3.01,4.79,3.58,7.14,2.12,2.61,1.84,3.9,3.57,5.8,2.6,5.33,7.41,6.71
194805,7.69,8.54,6.62,7.79,8.37,9.12,5.86,6.86,7.77,7.8,9.13,9.31,8.98,4.99,6.57,6.28,7.87,7.77,7.77
194806,24.49,-0.71,0.19,1.51,-0.61,-0.74,0.67,-0.75,2.08,-0.47,-0.8,-1.13,-0.46,0.53,0.78,-0.83,-0.62,2.5,1.4
194807,-7.45,-5.01,-5.3,-4.49,-5.2,-5.9,-4.07,-5,-4.84,-5.02,-5.43,-4.24,-7.1,-3.4,-5.42,-6.45,-3.78,-5.7,-3.59
194808,4.35,0.8,-0.23,0.47,0.91,-0.24,0.11,-0.39,0.76,0.19,1.82,0.35,-0.68,0.08,0.16,-0.75,-0.09,0.38,1.29
194809,1.88,-2.73,-2.58,-3.95,-2.61,-3.53,-1.58,-4.24,-3.87,-2.11,-3.24,-3.23,-3.75,-1.39,-1.98,-4.41,-4.1,-3.74,-4.04
194810,0.97,6.34,5.75,6.16,6.19,7.62,4.56,5.81,6.25,5.71,6.79,6.97,8.11,4.09,5.54,5.59,5.99,6.94,5.27
194811,-23.09,-8.39,-8.8,-13.33,-8.39,-9.47,-7.33,-12.02,-14.07,-7.41,-9.61,-8.42,-10.25,-6.2,-9.66,-12.26,-11.83,-12.97,-15.66
194812,-3.28,4.8,2.56,2.04,5.07,3.29,2.49,1.98,2,5.7,4.26,3.72,2.97,2.67,2.09,1.8,2.12,2.55,1.17
194901,11.14,0.59,-0.87,1.53,0.82,-1.23,-0.72,1.06,1.84,0.41,1.35,-0.32,-1.93,-1.75,1.49,1.26,0.9,1.94,1.69
194902,1.93,-2.58,-2.82,-4.23,-2.55,-3.56,-2.06,-2.61,-5.2,-2.28,-2.9,-2.72,-4.21,-2.03,-2.11,-3.02,-2.27,-4.66,-6.02
194903,13.8,4.3,3.56,5.42,4.38,3.89,3,5.68,5.35,5.1,3.44,3.98,3.82,2.45,4.13,5.86,5.54,4.68,6.39
194904,-7.8,-2.06,-0.84,-2.71,-2.01,-0.87,-1.32,-1.86,-2.84,-1.96,-2.07,-2.26,0.21,-1.37,-1.24,-1.12,-2.46,-2.38,-3.52
194905,-1.83,-1.93,-3.13,-5.29,-1.96,-3.03,-2.26,-4.88,-5.68,-1.74,-2.26,-1.77,-4.01,-2.3,-2.19,-5.28,-4.54,-5.86,-5.4
194906,10.56,1.03,0.13,-2.29,1.03,-0.16,0.56,-0.31,-2.74,0.5,1.76,1,-1.08,1.29,-0.95,1.1,-1.44,-2.39,-3.27
194907,20,5.28,5.87,6.59,5.73,5,5.82,5.92,6.53,5.29,6.37,4.14,6.28,4.63,7.07,5.05,6.66,7.11,6.07
194908,8.33,2.73,2.85,2.69,2.83,2.63,3.36,2.12,2.59,3.12,2.42,2.46,2.87,2.8,3.94,1.31,2.8,2.7,2.5
194909,3.85,2.71,3.67,4.32,3.02,2.54,3.79,3.94,4.64,3.65,2.1,1.92,3.44,3.6,4,3.9,3.98,2.86,6.1
194910,14.81,3.3,3.09,3.43,3.6,3.02,2.93,3.14,2.83,3.26,4.11,2.53,3.71,2.7,3.16,2.03,4.06,3.77,2.09
194911,-16.13,2.88,0.26,1.2,3.09,1.23,0.55,0.65,1.83,3.51,2.48,2.31,-0.28,0.95,0.14,0.78,0.54,2.47,1.32
194912,7.69,5.37,4.02,7.33,5.86,3.75,4.24,5.64,8.66,6.06,5.55,4.09,3.25,4.73,3.75,5.31,5.91,4.32,12.18
195001,14.29,1,2.21,3.89,0.99,1.23,2.69,1.88,6.16,1.29,0.55,1.01,1.55,2.86,2.5,2.48,1.39,5.65,6.54
195002,9.37,1.58,1.51,0.97,1.93,0.99,1.47,1.27,1.07,1.77,2.17,0.66,1.46,1.41,1.53,1.77,0.86,1.86,0.49
195003,-8.57,1.93,0.74,0.25,1.98,1.49,0.91,0.58,-0.78,2.07,1.83,1.82,1.03,0.27,1.57,-0.44,1.44,-2.41,0.46
195004,-4.69,4.38,3.23,5.73,5.18,2.47,3.88,4.2,5.77,5.15,5.23,2.24,2.8,3.25,4.51,2.38,5.7,7.02,4.85
195005,14.75,4.57,4.81,3.92,4.78,4.65,4.52,4.88,2.21,4.42,5.32,3.98,5.61,2.87,6.16,3.69,5.84,3.19,1.48
195006,8.57,-5.49,-6.49,-5.76,-5.74,-5.47,-6.42,-4.78,-8.11,-6.37,-4.8,-4.78,-6.44,-5.79,-7.03,-6.81,-3.19,-7.99,-8.2
195007,-13.16,-3.37,4.39,12.8,-3.64,-0.57,6.02,10.6,13.86,-4.41,-2.51,-2.2,0.4,6.41,5.38,10.8,10.27,11.73,17.29
195008,-1.52,6.06,4.22,3.05,6.48,3.89,4.88,3.31,3.23,6.76,6.08,4.2,3.7,4.98,4.72,3.74,2.59,4.58,1.17
195009,-10.77,5.77,3.9,4.64,5.4,4.64,4.71,4.36,4.46,4.38,6.9,7.43,3.01,3.95,5.96,3.91,5.09,2.98,6.79
195010,8.62,-0.18,-0.48,1.66,0.03,-0.4,-0.93,-0.5,2.54,-0.82,1.23,-1.1,0.03,-0.31,-1.94,-0.5,-0.52,4.4,-0.28
195011,-6.35,2.35,3.31,4.34,2.66,1.95,3.64,4.29,4.4,4.21,0.5,0.96,2.54,4.09,2.9,4.35,4.2,3.21,6.3
195012,55.93,3.39,6.69,10.94,3.29,4.87,6.59,9.47,11.85,3.98,2.26,3.85,5.48,6.25,7.15,9.97,8.66,9.05,16.1
195101,-6.52,5.2,5.52,9.05,4.94,4.63,6.98,6.31,10,4.83,5.1,6.38,3.61,6.84,7.21,6.14,6.6,9.19,11.16
195102,2.33,2.23,1.83,-1.33,2.4,1.65,2.29,0.15,-1.46,2.07,2.89,1.48,1.74,2.92,1.25,0.83,-0.97,-1.44,-1.5
195103,-9.09,-0.73,-2.73,-5.1,-0.65,-1.38,-3.28,-4.27,-5.22,-1.15,0.09,-1.09,-1.55,-3.47,-2.95,-3.97,-4.78,-4.89,-5.69
195104,-10,4.37,5.54,6.71,4.56,3.19,7.48,6.06,7.07,5.5,3.2,3.49,3.02,9.26,4.52,6.24,5.77,8.27,5.36
195105,-2.78,-2.33,-1.86,-3.5,-2.24,-1.76,-2.14,-2.36,-4.12,-1.47,-3.4,-2.72,-1.18,-2.16,-2.11,-2.67,-1.84,-3.93,-4.4
195106,-8.57,-2.23,-1.31,-6.87,-2.14,-2.23,0.2,-4.5,-7.44,-1.68,-2.83,-2.67,-1.97,2.6,-3.95,-3.96,-5.39,-6.17,-9.3
195107,-6.25,6.62,7.14,8.63,7.03,5.76,6.77,8.45,9.46,6.7,7.81,5.1,6.84,6.57,7.44,9.16,7.8,8.05,10.52
195108,0,4.18,4.46,5.09,3.72,5.44,4.48,5.51,3.47,3.46,4.34,5.94,4.63,4.53,4.32,4.14,6.76,5.08,2.28
195109,11.67,0.66,0.56,1.7,0.54,1.13,0.07,0.92,3.39,0.37,0.94,1.09,1.2,-0.1,0.65,1.94,0.01,2.49,4.08
195110,-7.46,-3.74,-0.57,-2.18,-4.09,-2.46,0.04,-0.66,-3.94,-4.91,-2.19,-2.46,-2.46,0.33,-0.93,-0.98,-0.36,-1.88,-5.49
195111,3.23,0.82,0.55,0.79,0.7,1.35,0.37,-0.04,1.91,0.27,1.67,1.27,1.48,0.44,0.1,0.27,-0.33,1.54,2.2
195112,-12.5,4.12,3.61,0.97,4.64,2.75,3.98,1.46,0.96,5.71,2.27,2.24,3.6,3.98,3.97,1.98,0.99,0.92,0.99
195201,-7.14,0.52,2.4,3.58,0.01,1.93,2.52,4.19,2.28,-1.29,2.96,2.41,1.14,2.34,3.14,3.4,4.91,1.09,3.18
195202,11.54,-2.2,-2.85,-2.86,-2.16,-2.11,-3.31,-2.87,-2.18,-2.11,-2.27,-2.34,-1.72,-3.24,-3.54,-2.12,-3.55,-2.92,-1.62
195203,-17.24,4.26,4.78,6,4.56,4.55,4,5.59,6.55,4.65,4.37,3.15,6.83,3.61,5.35,5.75,5.45,2.99,9.18
195204,-8.33,-4.6,-5.09,-5.02,-4.88,-4.16,-4.57,-6.43,-4.42,-4.83,-4.99,-3.57,-5.09,-4.24,-5.72,-7.29,-5.63,-6.52,-2.96
195205,-9.09,3.71,2.79,3.41,3.97,2.87,2.66,3.36,3.19,4.37,3.11,2.76,3.06,2.46,3.37,3.06,3.64,1.3,4.47
195206,15,3.83,4.2,4.31,3.92,4.21,4.07,3.4,5.15,4.16,3.38,3.5,5.34,4.27,3.39,3.34,3.44,3.43,6.27
195207,35.2,1.24,0.72,1.31,1.02,1.46,0.33,2.11,1.12,0.97,1.11,2.06,0.83,0.68,-0.15,2.73,1.64,1.82,0.42
195208,3.72,-0.73,-0.41,-0.76,-0.79,-0.71,0.04,-0.61,-1.19,-0.65,-1.02,-0.53,-0.89,0.56,-0.67,-1.46,0.02,-1.5,-0.88
195209,-3.59,-1.74,-1.82,-2.42,-1.91,-1.51,-1.74,-2.25,-2.37,-1.57,-2.48,-1.12,-1.93,-0.51,-3.46,-1.9,-2.51,-2.61,-2.12
195210,-3.31,-0.84,0.12,-0.76,-0.68,-0.13,-0.48,-1.29,-0.07,-0.87,-0.36,-1.42,1.26,-0.03,-1.13,-0.35,-2,-0.28,0.13
195211,-11.96,6.25,5.32,7.39,6.37,6,4.74,6.8,7.2,8.02,3.57,5.79,6.22,4.93,4.45,5.59,7.72,6.11,8.29
195212,-4.86,3.17,2.83,3.41,3.06,3.17,2.97,2.57,3.72,3.37,2.51,3.55,2.77,1.81,4.66,2.22,2.84,2.7,4.71
195301,-0.51,-0.78,0.07,1.94,-0.91,-0.46,0.26,2.33,1.42,-1,-0.74,-0.31,-0.62,1.07,-0.9,1.58,2.89,1.4,1.44
